comment_mly,sarc_majority
"['nagara', 'singapura', 'menteri', 'dia', 'cina', 'rasuah', 'sifar', 'nagara', 'malaysia', 'perdana', 'menteri', 'melayu', 'org', 'islam', 'tapi', 'rasuah', 'tertinggi', 'dunia']",non-sarc
"['butoooo', 'pak', 'hang', 'mu', 'najib']",non-sarc
['puii'],non-sarc
"['maju', 'kepalo', 'habah', 'kau', 'pak', 'jibo', 'oiiiii', 'ppppuuuuuiiiihhhhj']",non-sarc
"['jilake', 'jib']",non-sarc
"['maju', 'kepala', 'hang', 'statement', 'celaka', 'bnda', 'haram', 'jadah', 'ada', 'kat', 'malaysia', 'ni', 'oiiiiii', 'buta', 'apa', 'semoga', 'allah', 'jatuhkan', 'bala', 'org', 'mcm', 'ni']",non-sarc
"['jilake', 'punye', 'tajuk']",non-sarc
['merapuuu'],non-sarc
"['dunia', 'mna', 'yg', 'puji', 'yg', 'puji', 'tu', 'sama', 'bdo', 'dgn', 'pak', 'menteri']",non-sarc
"['yela', 'hasil', 'cukai', 'rokok', 'arak', 'kannn', 'jib', 'kan']",sarc
"['apelh', 'yg', 'ko', 'cerita', 'ni', 'jib', 'malu', 'aku', 'kt', 'cni', 'sembang', 'tu', 'biar', 'lh', 'ke', 'dh', 'nyanyok']",sarc
"['walhal', 'kita', 'dok', 'hentam', 'dia', 'ni', 'yg', 'tambah', 'naik', 'angin', 'buek', 'muko', 'toyo', 'jer', 'osah', 'kulit', 'dio', 'toba', 'mcm', 'kulit', 'kinzir']",non-sarc
"['pala', 'otak', 'dia']",non-sarc
"['ekonomi', 'islam', 'berjaya', 'pal', 'mung', 'jibbyy', 'gst', 'cukai', 'kos', 'sara', 'hidup', 'gila', 'babi', 'puihhh', 'benci', 'aku', 'tgk', 'muka', 'mu']",non-sarc
"['pm', 'menyusahkn', 'rakyat', 'x', 'abis', 'nk', 'susahkn', 'rakyat']",non-sarc
"['abad', 'ini', 'rakyat', 'gembira', 'kalo', 'najib', 'berambusss']",non-sarc
['babi'],non-sarc
['buttttoohh'],non-sarc
"['arhhhhhhhhh', 'tension', 'puiiiii']",non-sarc
"['maju', 'dlm', 'poket', 'sendiri', 'jibby']",sarc
"['tak', 'terase', 'mcm', 'syiok', 'sendiri', 'ke', 'opssss']",sarc
"['kah', 'kahkah']",sarc
"['rasuah', 'satu', 'bangga', 'kan']",non-sarc
"['hg', 'yg', 'x', 'maju']",non-sarc
"['adduuuuduu', 'kesian', 'najip', 'najip']",sarc
"['eeelaak', 'puji', 'dri', 'sendiri']",sarc
['wakakakaka'],sarc
"['maju', 'kepala', 'hotok', 'mu']",non-sarc
"['lepas', 'minum', 'ketum', 'najib']",non-sarc
['merapu'],non-sarc
"['hehehe', 'lol', 'punya', 'pemimpin']",sarc
"['maju', 'sbb', 'pi', 'sembelih', 'rakyat', 'ha', 'dasar', 'haram', 'jadah']",non-sarc
"['setakat', 'peras', 'ugut', 'rakyat', 'nak', 'bangga', 'apa']",non-sarc
"['jilake', 'punya', 'jibby']",non-sarc
"['maju', 'tang', 'mane', 'tu']",sarc
"['perbankan', 'islam', 'berpegang', 'ajaran', 'islam', 'hotak', 'dia', 'sampai', 'mampus', 'nk', 'bayar', 'riba', 'beli', 'rumah', 'ngan', 'keta', 'pm', 'syok', 'sendiri', 'malaysia', 'dah', 'jahanam', 'cakap', 'maju', 'malaysia', 'maju', 'rakyat', 'tetap', 'gaji', 'bnyak', 'tuh', 'yg', 'lain', 'smua', 'geng', 'kroni', 'makan']",non-sarc
"['majuuuuuu', 'sgt', 'dpt', 'derma', 'bilion', 'negara', 'lain', 'ade', 'x', 'de', 'kan']",sarc
['butuh'],non-sarc
"['maju', 'paling', 'byk', 'rasuah', 'pm', 'gembira', 'rakyat', 'terbeban', 'menanggung', 'hutang', 'negara']",sarc
"['haha', 'tapi', 'rakyat', 'tahu', 'keperitan', 'hati']",sarc
"['ko', 'je', 'yg', 'gumbira', 'n', 'macai', 'rakyat', 'sengsara', 'kat', 'kg', 'ko', 'buat', 'x', 'nmpk', 'phuiii']",non-sarc
"['kpala', 'butuh', 'najib', 'nk', 'tipu', 'rakyat', 'bangla', 'bolehlh']",non-sarc
"['maju', 'indah', 'khabar', 'dr', 'rupa']",sarc
"['majulah', 'lah', 'sangat', 'ya']",sarc
"['mau', 'muntah', 'dgr']",non-sarc
"['sori', 'x', 'gembira', 'lngsung', 'dgn', 'berita', 'camni', 'meaning', 'slagi', 'pm', 'najib']",non-sarc
"['kita', 'tumpang', 'gembira', 'la', 'mcm', 'tu', 'jom', 'celebrate']",non-sarc
"['rasa', 'nak', 'gelak', 'guling', 'aje', 'dia', 'tak', 'tahu', 'rakyat', 'sengsara', 'tapi', 'kehidupan', 'kena', 'diteruskan', 'juga']",sarc
"['kepala', 'najib', 'sot', 'sot', 'brunei', 'number', 'berapa']",non-sarc
"['syok', 'sendiri']",sarc
"['hahahahah', 'yg', 'nie', 'lawak']",sarc
"['elok', 'tgah', 'minum', 'air', 'bleh', 'trsembur', 'kt', 'laptop', 'bca', 'ayat', 'ni', 'ekonomi', 'islam', 'maju', 'tuuuuuu', 'hbis', 'laptop', 'aq', 'ish', 'gambang', 'waterpark', 'btol', 'la']",sarc
"['bangsatwan', 'negara']",sarc
"['syok', 'sendiri', 'duit', 'sumbangan', 'kutipan', 'rakyat']",sarc
"['jgn', 'maju', 'rasuah', 'lah']",sarc
"['perah', 'duit', 'rakyat', 'negara', 'maju', 'x', 'guna']",non-sarc
"['mg', 'haramjadah']",non-sarc
"['org', 'luar', 'tgk', 'negara', 'kita', 'hujan', 'emas', 'walhal', 'kita', 'dok', 'ngadap', 'hujan', 'batu']",sarc
"['je', 'aku', 'nk', 'ckp', 'najib', 'butuhhhhhhh']",non-sarc
"['hahaha', 'mana', 'dpt', 'fakta', 'maju', 'ni', 'agak', 'lah', 'angkat', 'bakul']",sarc
['hambarrr'],non-sarc
"['pm', 'ekonomi', 'islam', 'kutip', 'cukai', 'teruk', 'dr', 'negara', 'kafir', 'harbi', 'kau', 'kikis', 'rakyat', 'cukop']",sarc
"['pak', 'jib', 'org', 'kaya', 'duit', 'juta', 'menjawab', 'la', 'sana', 't', 'kipidap']",sarc
"['maju', 'harckkkkk', 'puihhhhhh']",sarc
"['ilusi', 'dia', 'ni']",sarc
"['yes', 'yes', 'yes']",sarc
"['udah', 'la', 'tu', 'menipu', 'kami', 'aku', 'suka', 'sgt', 'tgok', 'org', 'nk', 'tipu', 'benda', 'yg', 'aku', 'dh', 'tahu', 'cuma', 'nk', 'tgok', 'jauh', 'mna', 'dia', 'pergi']",non-sarc
['hahahaha'],sarc
"['islam', 'msia', 'khabar', 'benda', 'haram', 'ada', 'tax', 'jd', 'halal', 'mmmg', 'termaju']",sarc
"['haramjadah', 'jib']",non-sarc
"['bangsat', 'pm']",non-sarc
"['yg', 'aku', 'thu', 'dia', 'cilakeeeeee', 'tu', 'je']",non-sarc
"['ni', 'la', 'nme', 'nye', 'najib', 'ekonomi', 'islam', 'kpale', 'bapak', 'hg']",non-sarc
"['otak', 'pm', 'dah', 'xda', 'kot', 'rakyat', 'dah', 'bising', 'pekak', 'je', 'hahaha']",sarc
"['ekonomi', 'islam', 'maju', 'sgt', 'kan', 'gst', 'cukai', 'haa', 'ni', 'plak', 'nk', 'pertimbangkan', 'cukai', 'eksais', 'keatas', 'vape', 'ekonomi', 'islam', 'termaju', 'sgt', 'mcm', 'ekonomi', 'kapir', 'plak', 'kapir', 'x', 'cekak', 'darah', 'mcm', 'kau', 'ha', 'ha', 'sudah', 'lh', 'angkat', 'bakul', 'tu', 'org', 'tua', 'pergi', 'pencen', 'sana', 'malaysia', 'x', 'dh', 'darah', 'pahlawan', 'mcm', 'kau']",non-sarc
"['butuh', 'pak', 'hang', 'maju', 'rakyat', 'dh', 'nk', 'mampus', 'dgn', 'beban', 'yg', 'ko', 'cepat', 'la', 'allah', 's', 'w', 't', 'tarik', 'nyawa', 'ko', 'najid', 'satu', 'negara', 'benci', 'ko', 'sbb', 'menyusahkan', 'org']",non-sarc
['phuuuuiiih'],non-sarc
"['ekonomi', 'derma', 'yg', 'termaju', 'didunia', 'cukai', 'yg', 'dikenakan', 'mendera', 'rakyak', 'sara', 'hidup', 'tinggi', 'dan', 'ditambah', 'kenaikan', 'minyak', 'tol', 'dan', 'tambang', 'pengangkutan', 'yg', 'tak', 'masuk', 'akal', 'lansung', 'ajib', 'boy', 'digelar', 'bapa', 'drakula', 'malaysia', 'diantara', 'pemimpin', 'malaysia', 'yg', 'dibenci', 'rakyat', 'menjatuhkan', 'martabat', 'pemimpin', 'melayu', 'amanah']",non-sarc
"['turun', 'mmg', 'dah', 'tak', 'laku', 'da', 'yg', 'kau', 'cakap']",non-sarc
['phuiiii'],non-sarc
"['ekonomi', 'malaysia', 'maju', 'malaysia', 'haha']",sarc
['sampah'],non-sarc
"['maju', 'tuk', 'dia', 'je', 'sbenarnya', 'rakyat', 'yg', 'menangung', 'smua', 'ada', 'yg', 'sanggup', 'cari', 'keja', 'tuk', 'mnampung', 'belanja', 'kluarga', 'skg', 'zaman', 'tun', 'gaji', 'k', 'dab', 'cukup', 'tp', 'skg', 'hampeh']",non-sarc
"['yela', 'kutipan', 'cukai', 'berjuta', 'kan', 'xbg', 'kat', 'rakyat', 'pun', 'geng', 'najib', 'yg', 'kongsi', 'sesame', 'dorg']",sarc
['lol'],sarc
"['pm', 'yg', 'hati', 'isap', 'darah', 'rakyat']",non-sarc
"['ape', 'lg', 'mangkuk', 'ni', 'mengarut']",non-sarc
"['wajib', 'ade', 'perkataan']",sarc
"['kau', 'najib']",non-sarc
['tahniah'],non-sarc
"['lepas', 'sell', 'tppa', 'mmg', 'aaa', 'cuba', 'tak', 'setuju', 'tppa', 'aritu', 'mmg', 'kene', 'kutuk', 'manjang']",sarc
"['kah', 'kah', 'kah', 'mana', 'statemnt', 'sapa', 'yg', 'kata', 'bukti', 'sistematik', 'n', 'saintifik', 'pls']",sarc
['taik'],non-sarc
"['confirmed', 'la', 'kita', 'zaman', 'kesesatan']",non-sarc
['belawok'],non-sarc
"['hehe', 'bgun', 'pgi', 'terbaca', 'headline', 'berita', 'ni', 'lawak', 'rasanya', 'geli', 'pulak', 'ulu', 'hati', 'saya', 'membacanya']",sarc
"['pm', 'bangsatnajisnazak', 'bn']",non-sarc
['lol'],sarc
"['ekonomi', 'islam', 'maju', 'palo', 'toya', 'mung']",non-sarc
"['saya', 'gembira', 'najib', 'cepat', 'berambus']",non-sarc
"['jilake', 'jibby']",non-sarc
"['kepala', 'bana', 'ko']",non-sarc
['aminnn'],non-sarc
"['beliau', 'seorang', 'pemimpin', 'islam', 'baik']",non-sarc
"['ada', 'nama', 'rakyat', 'papa', 'kedana', 'tertekan', 'dicekek', 'dihisap', 'darah', 'rakyat', 'ambil', 'rakyat', 'rm', 'sehari', 'brim', 'berpilih', 'rm', 'sen', 'sehari', 'kerajaan', 'lintah', 'darat', 'tiada', 'seorang', 'pm', 'msia', 'sebelum', 'uni', 'kitip', 'gst', 'rakyat', 'terlungkuplah', 'bn', 'pru', 'nanti']",non-sarc
['bohong'],non-sarc
"['yg', 'duk', 'kutuk', 'najib', 'tu', 'marah', 'sgt', 'nmpak', 'wakaka']",sarc
"['maju', 'coi', 'muntah', 'hijau']",sarc
"['baik', 'yg', 'dok', 'kritik', 'tu', 'jd', 'pm', 'maybe', 'teruk', 'dr', 'yg', 'dia', 'kata', 'kan', 'sokong', 'dsn']",non-sarc
"['pm', 'gembira', 'rakyat', 'derita']",non-sarc
"['hahahaaaa', 'nk', 'muntahhhhhhhhh', 'wek', 'wek', 'wek']",sarc
"['gembira', 'sorang']",sarc
"['siok', 'sendiri']",sarc
"['alhamdulillah', 'kito', 'doakan', 'terbaik']",non-sarc
"['hak', 'puihh']",non-sarc
"['maju', 'dia', 'lawak', 'ka', 'paling', 'corrupt', 'ada', 'la']",sarc
"['negara', 'tinggi', 'cukai', 'bahalol']",non-sarc
"['dah', 'la', 'jib', 'merapu']",non-sarc
"['nyanyuk', 'barang', 'kali', 'ini', 'orang', 'tua', 'mabuk', 'tun', 'berusia', 'tu', 'handal', 'dr', 'ko', 'ketumm']",non-sarc
"['batok', 'mu']",non-sarc
"['ye', 'kh', 'plg', 'maju', 'terlampau', 'jg', 'memuji', 'byk', 'lg', 'eko', 'negara', 'islam', 'yg', 'lbh', 'baik', 'dri', 'malaysia', 'slh', 'satu', 'cth', 'qatar']",sarc
"['pi', 'mampus', 'la', 'ko', 'najib']",non-sarc
"['taihla', 'maju', 'dia', 'maju', 'rakyat', 'terseksa']",non-sarc
"['maju', 'brp', 'ramai', 'rakyat', 'msia', 'ni', 'yg', 'susah', 'maju', 'konon', 'puiii']",non-sarc
"['tahniah', 'pm', 'anda', 'bertuah']",non-sarc
['puuiii'],non-sarc
['waw'],sarc
"['rakyat', 'rasa', 'susah', 'lagi', 'maju', 'tapi', 'makin', 'trbeban']",sarc
['haha'],sarc
['butooo'],non-sarc
"['nama', 'islam', 'cekik', 'darah', 'kau', 'kau', 'n', 'rasuah']",non-sarc
"['dia', 'sorg', 'je', 'yg', 'suke']",sarc
"['gak', 'beliau', 'kata', 'tu', 'xusah', 'la', 'maki', 'hamun', 'beliau', 'xsuka', 'doakn', 'yg', 'baik', 'la']",non-sarc
['podahhhh'],non-sarc
"['korok', 'mung']",non-sarc
"['bapak', 'kau', 'la', 'jilake', 'ekonomi', 'keluarga', 'n', 'anak', 'beranak', 'kau', 'ad', 'la', 'maju', 'dlm', 'dunia']",non-sarc
"['paler', 'juboqqqqqq', 'n', 'kepala', 'bapak', 'jibikkk', 'lahhh', 'phuiiiikkkk']",non-sarc
"['kepala', 'hotak', 'semah', 'ko', 'berjambul']",non-sarc
['perrrggghhh'],sarc
"['terbaik', 'lah', 'dato', 'najib', 'kami', 'tetap', 'sokong', 'kerajaan', 'dato', 'najib']",non-sarc
"['tang', 'mna', 'yg', 'mju', 'ekonomi', 'islam', 'tu', 'dato', 'oiiiii']",sarc
"['sembang', 'lagi', 'sudah', 'la', 'jib']",sarc
"['dio', 'ni', 'gilo', 'doh']",non-sarc
['lakhnat'],non-sarc
"['najib', 'kepala', 'buto']",non-sarc
"['makin', 'lama', 'dah', 'makin', 'teruk', 'nampak']",non-sarc
"['ko', 'mampos', 'la', 'najibun', 'pondan', 'xde', 'telor', 'puii']",non-sarc
"['butuh', 'lah']",non-sarc
"['kepala', 'bana', 'ekonomi', 'islam', 'juzuk', 'ekonomi', 'islam', 'ada', 'suruh', 'brjudi', 'buka', 'kilang', 'arak']",non-sarc
"['cet', 'porah', 'sembanggg', 'je', 'ko', 'nie', 'jib']",non-sarc
"['najib', 'haram', 'jadah', 'ko', 'mmg', 'terbaik', 'skrg', 'nie', 'igt', 'ape', 'yg', 'ko', 'dkt', 'rakyat', 'suatu', 'hari', 'ko', 'kena', 'karma', 'tu', 'nak', 'sejuk', 'kan', 'hati', 'rakyat']",non-sarc
"['lah', 'ado', 'peluang', 'den', 'ludah', 'muko', 'jiby', 'ni']",non-sarc
"['celah', 'mane', 'maju', 'penyapu', 'habis', 'vape', 'kwan', 'aku', 'rugi', 'k', 'duit', 'bapak', 'kau', 'kasi', 'ke']",sarc
"['tak', 'yah', 'bangga', 'naaa', 'kami', 'pon', 'xbangga', 'gan', 'anda']",sarc
"['butuh', 'hang', 'najib']",non-sarc
"['cerita', 'lawak', 'ni', 'episod', 'brapa', 'dah', 'lama', 'dah', 'tak', 'tgk']",sarc
['pui'],non-sarc
"['maju', 'tapi', 'still', 'ada', 'benda', 'haram', 'kat', 'malaysia', 'ni', 'lu', 'pikir', 'la', 'sendiri', 'assalamuailakum']",sarc
"['poyo', 'la', 'lu']",non-sarc
"['hanggok', 'hang', 'maju']",non-sarc
"['syoq', 'sendiri', 'ka', 'org', 'tua', 'ni']",sarc
"['huuuuuuuuuuhuuuhuuhuhuhu', 'selamanya']",sarc
"['maju', 'amendenya', 'mata', 'wang', 'jatuh', 'mendadak', 'lepas', 'bajet', 'tahun', 'semuanya', 'membebankan', 'rakyat', 'kau', 'nie', 'menzalimi', 'rakyat', 'tau', 'x']",non-sarc
"['woi', 'org', 'tua', 'tinggi', 'sgt', 'ko', 'terbang', 'tu']",non-sarc
"['negara', 'islam', 'plg', 'maju', 'bendanya', 'rakyat', 'hidup', 'susah', 'rm', 'merudum', 'lepas', 'u', 'menganggur', 'lepasan', 'ipg', 'lama', 'menunggu', 'baik', 'mcm', 'brunai', 'rakyatnya', 'tenang']",non-sarc
"['gembira', 'najib', 'tp', 'pd', 'rakyat']",non-sarc
"['tahniah', 'malaysia']",non-sarc
"['iyer', 'ish', 'ish', 'ish']",sarc
"['agak', 'nk', 'menipu', 'pn', 'mulut', 'nk', 'manis', 'ja', 'tau', 'la', 'bibir', 'pink', 'mcm', 'gay', 'terlajak', 'usia']",non-sarc
"['ciittt', 'pooorrdaahh', 'hakkk', 'tuuiii']",non-sarc
"['bangga', 'dngan', 'arak', 'judi', 'yg', 'halal', 'ermmm']",sarc
"['maju', 'abah', 'ko', 'rakyat', 'susah', 'ko', 'tak', 'tau', 'lak', 'sonang', 'je']",sarc
"['maju', 'kat', 'tu', 'najib', 'woiii']",sarc
"['rasuah', 'derma', 'memang', 'maju', 'la']",non-sarc
"['syok', 'sendiri']",sarc
"['sape', 'yg', 'ckp', 'cm', 'tu', 'meh', 'aku', 'libas', 'die', 'pkai', 'pnyapu', 'hhuhuhuu', 'korang', 'jgn', 'fitnah', 'pm', 'kang', 'dlm']",sarc
"['bana', 'kau']",non-sarc
"['bapak', 'kenaikkan']",sarc
"['mabuk', 'ketum', 'la', 'lu', 'najib', 'sndiri', 'yg', 'iktiraf', 'bole', 'la']",non-sarc
"['najib', 'mabuk', 'dok', 'taik', 'lembu', 'minyak', 'tina']",non-sarc
"['rkyat', 'sush']",non-sarc
"['taik', 'taik', 'taik', 'beci', 'plak', 'aku']",non-sarc
"['hakikatnyer', 'hmmmmmm']",sarc
"['muju', 'mg']",non-sarc
"['nak', 'pulak', 'pm', 'rakyat', 'xmampos', 'kutip', 'la', 'yg', 'bank', 'aku', 'xnk', 'ka', 'gaji', 'masuk', 'aku', 'bg', 'kat', 'ang', 'terus', 'baru', 'ati']",non-sarc
"['awak', 'je', 'yg', 'gembira', 'jib', 'kami', 'merana']",non-sarc
"['maju', 'makcik', 'dia']",sarc
"['jgn', 'jual', 'cite', 'ni', 'kt', 'fb', 'xlaku', 'tv', 'ok']",sarc
"['setuju', 'jippp']",non-sarc
"['maju', 'pala', 'uto']",non-sarc
"['talk', 'cock', 'laa', 'najib', 'nie']",non-sarc
"['mmg', 'rakyat', 'mnyesal', 'ada', 'pm', 'mcm', 'kau']",non-sarc
['puiikk'],non-sarc
"['ss', 'syiok', 'sendiri']",sarc
"['ekonomi', 'islam', 'dengn', 'rasuah', 'cukai', 'puihh', 'jilake']",non-sarc
"['tapi', 'x', 'ikot', 'cara', 'islam', 'pon', 'sekian', 'terima', 'kasih']",sarc
"['jgn', 'kncing', 'la', 'pak', 'jib']",non-sarc
"['maju', 'mende', 'kenekan', 'cukai', 'kat', 'org', 'miskin']",non-sarc
"['hidup', 'ajubbb']",sarc
"['babi', 'ko', 'syok', 'sendiri']",non-sarc
"['uae', 'turki', 'yg', 'negara', 'islam', 'yg', 'maju', 'pemberita', 'nk', 'ampu', 'pn', 'biar', 'betul']",non-sarc
"['terbaik', 'mengenakan', 'gst', 'yg', 'menjerut', 'leher', 'golongan', 'berpendapatan', 'kecil', 'miskin', 'the', 'jaws']",sarc
"['blah', 'la', 'najibai', 'lanjau']",non-sarc
"['juboooo', 'mu']",non-sarc
"['klau', 'negara', 'mju', 'rakyat', 'sensara', 'nk']",non-sarc
"['aku', 'gembira', 'lg', 'si', 'pengkhianat', 'negara', 'ini', 'letak', 'jawatan']",non-sarc
"['nasiblah', 'malaysia', 'pm', 'mcm', 'ko', 'nie', 'najib', 'cuba', 'berselindung', 'drpd', 'kesusahan', 'rakyat', 'nk', 'kata', 'ekonomi', 'islam', 'maju', 'apa', 'yng', 'dibanggakan', 'dgn', 'pemimpin', 'mcm', 'ko', 'nie', 'puuuuiiiihhhh']",non-sarc
['bohong'],non-sarc
"['taubat', 'la', 'jib', 'ooiiiiiiii', 'dh', 'muak', 'rkyt']",sarc
"['ni', 'syok', 'sendiri', 'ss']",sarc
['kencing'],non-sarc
"['yg', 'kasi', 'anugerah', 'barua', 'yg', 'terima', 'anugerah', 'barua', 'sama', 'barua', 'tahi', 'anjing']",non-sarc
"['berangan', 'angau', 'monyet', 'ni', 'rakyat', 'dizalimi', 'taknak', 'comment']",non-sarc
"['kepala', 'bana', 'botak', 'dia', 'ekonomi', 'melayu', 'maju', 'pala', 'butuh', 'la']",non-sarc
"['ehh', 'aku', 'tak', 'tau', 'aku', 'tak', 'rasa', 'efeknya', 'dia', 'comes', 'statement', 'konfiden', 'ni']",sarc
"['spa', 'org', 'tua', 'ni']",sarc
"['ala', 'maju', 'sbb', 'benda', 'haram', 'nama', 'je', 'islam']",sarc
"['pemimpin', 'tk', 'sedar', 'diri', 'bnyk', 'mkn', 'rasuah']",non-sarc
"['jibby', 'bodos']",non-sarc
"['islam', 'ala', 'yahudi', 'haram', 'halal', 'dah', 'jadi', 'rojak']",non-sarc
"['ape', 'maju', 'biar', 'btul', 'brita', 'bh', 'ni', 'klu', 'ye', 'pn', 'jgn', 'la', 'mgarut', 'sgt', 'puuuiiihhhh', 'jilake']",sarc
['panipu'],non-sarc
"['kuba', 'rabik']",non-sarc
"['burit', 'la']",non-sarc
"['hrap', 'msih', 'ad', 'jiwa', 'islamm', 'klu', 'x', 'g', 'maut']",sarc
"['maju', 'bg', 'dia']",sarc
"['kekal', 'mentadbir', 'kekal', 'selepas', 'pru']",non-sarc
"['umat', 'islam', 'pnye', 'business', 'ko', 'cantas', 'mne', 'maju']",non-sarc
"['najib', 'kroni', 'dia', 'kata', 'bagus', 'cukai', 'naik', 'bagus', 'ringgit', 'jatuh', 'bagus', 'ekonomi', 'bagus', 'brim', 'bagus', 'mdb', 'bagus', 'ttpa', 'bagus', 'apalah', 'bala', 'malaysia', 'ini', 'ada', 'pemimpin', 'bangsat', 'menyesal', 'aku', 'undi', 'kau', 'haramjadah']",non-sarc
"['maju', 'lah', 'sangattt']",sarc
"['maju', 'la', 'sgt', 'ko', 'berambus', 'la', 'jibb']",sarc
"['duit', 'dlm', 'acc', 'dya', 'mkn', 'maju', 'setiap', 'minit']",sarc
"['pala', 'untak', 'd']",non-sarc
"['dia', 'ni', 'wayang', 'kuat', 'lakunan', 'poi', 'tapi', 'takdak', 'hasil', 'rakyat', 'nak', 'jem', 'tak', 'tau']",sarc
['haha'],sarc
"['tak', 'tau', 'la', 'aku', 'tgok', 'muka', 'dia', 'ni', 'terus', 'mood', 'hilang', 'haha']",sarc
"['maju', 'lah', 'sangat', 'ak', 'rase', 'cukuplah', 'bandingkan', 'dgn', 'negara', 'uae', 'negara', 'yg', 'penuh', 'dgn', 'bangunan', 'pencakar', 'langit', 'n', 'moden']",sarc
"['islam', 'islam', 'corruption']",non-sarc
"['lah', 'ko', 'gembira', 'sebeb', 'kau', 'xde', 'hati', 'perut', 'akal', 'otak']",non-sarc
"['kepala', 'bana', 'ko', 'jib']",non-sarc
"['maju', 'hasil', 'jualan', 'arak', 'mungkin']",non-sarc
['lanjiau'],non-sarc
"['pm', 'gmbira', 'tpi', 'rkyatnye', 'mnderita']",non-sarc
['puik'],sarc
"['pm', 'gembira', 'byk', 'duit', 'dia', 'nak', 'mkn', 'lagi', 'hahahaha']",sarc
['mengarut'],non-sarc
"['woiiii', 'barua', 'najib', 'celaka', 'bole', 'plak', 'dia', 'happy', 'dia', 'ingat', 'rakyat', 'happy', 'kepimpinan', 'negara', 'hg', 'x', 'payah', 'nk', 'bangga', 'la', 'barua', 'najib', 'hg', 'serupa', 'org', 'yg', 'korek', 'juboq', 'ambil', 'bau', 'seakan', 'kan', 'syeok', 'sendiri', 'undurnajib', 'rakyatbersatu', 'unditidakpercaya', 'ayuhsemua', 'kipidap', 'dh', 'la', 'hg', 'salahguna', 'kerajaan', 'mekpergunakn', 'rakyat', 'cukai', 'yg', 'lebih', 'waaaa', 'x', 'bole', 'duk', 'diam', 'walaupon', 'iman', 'kuat', 'mcm', 'sekalipon', 'penyabar', 'dengan', 'ada', 'nya', 'pemimpin', 'yg', 'x', 'bertamadun', 'menyusahkn', 'rakyat', 'tu', 'bukannya', 'pemimpin', 'pedajai', 'org', 'namanyer', 'kita', 'berdosa', 'pilih', 'pemimpin', 'yg', 'jahil', 'najib']",non-sarc
"['rakyat', 'mampus', 'lah', 'najib', 'razak', 'buatlah', 'sesuka', 'hatimu']",non-sarc
"['hahaha', 'gelak', 'abg']",sarc
"['dubai', 'uae', 'najib', 'kaki', 'kencing', 'percaya']",sarc
"['maju', 'tengkorak', 'hangggg']",sarc
"['pusat', 'judi', 'arak', 'kelab', 'mlm', 'pelacur', 'xtau', 'plk', 'islam', 'amalkn', 'ekonomi', 'cmni', 'good', 'job', 'bro']",sarc
"['duit', 'brim', 'tu', 'duit', 'cukai', 'kita', 'lah', 'tu', 'tau', 'x', 'dh', 'la', 'barang', 'mahal', 'duit', 'jadi', 'kecil', 'skrg', 'ni', 'susah', 'hidupan', 'skrg', 'ni', 'klau', 'gaji', 'rm', 'x', 'cukup', 'mkn', 'skrg', 'ni', 'x', 'mcm', 'dulu', 'mata', 'wang', 'besar', 'skrg', 'mata', 'wang', 'kecil', 'je', 'dh', 'la', 'gaji', 'kt', 'pekerja', 'pn', 'kecil', 'je', 'tu', 'kh', 'dikatakn', 'maju', 'oooiiii']",sarc
"['beruk', 'kau', 'maju']",non-sarc
['pembohong'],non-sarc
"['syok', 'sendiri']",sarc
"['bangga', 'dgn', 'hasil', 'org', 'lain', 'tun', 'majukan', 'malaysia', 'dia', 'yg', 'nak', 'bangga', 'rakyat', 'tanggung', 'cukai', 'utk', 'kestabilan', 'negara', 'dia', 'yg', 'bangga', 'tak', 'malu', 'beb']",non-sarc
"['muka', 'tembok', 'maju', 'makan', 'duit', 'rakyat']",non-sarc
"['buto', 'maju']",non-sarc
"['kpala', 'bana', 'mju', 'dubai', 'qatar', 'bahrain', 'ngn', 'ksa', 'jaa', 'nmpk', 'mju', 'negara', 'xnmpk', 'ap', 'pon', 'sama', 'jaa', 'mcm', 'tun', 'perintah']",non-sarc
"['berbangga', 'lah', 'teman']",non-sarc
['taaaiiikk'],non-sarc
"['ko', 'gembira', 'dpt', 'nama', 'jek', 'rkyt', 'yg', 'sakit', 'hahaha']",sarc
"['byk', 'fakta', 'najib', 'yg', 'mcm', 'xbetul']",non-sarc
"['pi', 'mampos']",non-sarc
"['pm', 'pelawak', 'malaysia']",sarc
"['maju', 'kpala', 'butu', 'ko', 'jibby', 'ko', 'la', 'pm', 'pling', 'teruk', 'abad', 'ini']",non-sarc
"['ini', 'dsbbkan', 'ekonomi', 'cina', 'berniaga', 'malaysia', 'islam', 'yg', 'punya', 'nama', 'kikiki']",sarc
"['hakkkk', 'puiiii']",non-sarc
"['maju', 'rakyat', 'separuh', 'nk', 'papa', 'kedana', 'menteri', 'kaya', 'raya']",non-sarc
"['biarla', 'die', 'berilusi']",sarc
['penipu'],non-sarc
"['majunya', 'banyak', 'ngo', 'ngo', 'lslam', 'mengeluh', 'tiada', 'bantuan', 'pihak', 'kamu']",non-sarc
"['laaa', 'syok', 'sendiri', 'lagi', 'hahaha']",sarc
"['kenyataan', 'nya', 'rakyat', 'jelata', 'menderita', 'harap', 'pujian', 'kosong']",sarc
"['dunia', 'khayalan', 'dunia', 'impian', 'dunia', 'khayalan', 'duniaaaa', 'impiannnn', 'aaaaaaaaa']",sarc
